virus,host,interaction
PG-2021_41,Staphylococcus_schleiferi,NoInf
PG-2021_41,Staphylococcus_sciuri,Inf
PG-2021_41,Staphylococcus_succinus,NoInf
PG-2021_41,Staphylococcus_vitulinus,Inf
PG-2021_41,Staphylococcus_warneri,NoInf
PG-2021_41,Staphylococcus_xylosus,Inf
PG-2021_43,Staphylococcus_arlettae,NoInf
PG-2021_43,Staphylococcus_aureus,Inf
PG-2021_43,Staphylococcus_auricularis,NoInf
PG-2021_43,Staphylococcus_capitis,NoInf
PG-2021_43,Staphylococcus_caprae,NoInf
PG-2021_43,Staphylococcus_chromogenes,NoInf
PG-2021_43,Staphylococcus_cohnii,Inf
PG-2021_43,Staphylococcus_epidermidis,NoInf
PG-2021_43,Staphylococcus_equorum,NoInf
PG-2021_43,Staphylococcus_fleuretti,Inf
PG-2021_43,Staphylococcus_haemolyticus,Inf
PG-2021_43,Staphylococcus_hominis,NoInf
PG-2021_43,Staphylococcus_hyicus,NoInf
PG-2021_43,Staphylococcus_kloosii,Inf
PG-2021_43,Staphylococcus_lentus,Inf
PG-2021_43,Staphylococcus_lugdunensis,NoInf
PG-2021_43,Staphylococcus_nepalensis,NoInf
PG-2021_43,Staphylococcus_pasteuri,NoInf
PG-2021_43,Staphylococcus_pettenkoferi,NoInf
PG-2021_43,Staphylococcus_pseudintermedius,NoInf
PG-2021_43,Staphylococcus_saprophyticus,NoInf
PG-2021_43,Staphylococcus_schleiferi,NoInf
PG-2021_43,Staphylococcus_sciuri,Inf
PG-2021_43,Staphylococcus_succinus,NoInf
PG-2021_43,Staphylococcus_vitulinus,Inf
PG-2021_43,Staphylococcus_warneri,NoInf
PG-2021_43,Staphylococcus_xylosus,Inf
PG-2021_46,Staphylococcus_arlettae,NoInf
PG-2021_46,Staphylococcus_aureus,NoInf
PG-2021_46,Staphylococcus_auricularis,NoInf
PG-2021_46,Staphylococcus_capitis,NoInf
PG-2021_46,Staphylococcus_caprae,NoInf
PG-2021_46,Staphylococcus_chromogenes,NoInf
PG-2021_46,Staphylococcus_cohnii,NoInf
PG-2021_46,Staphylococcus_epidermidis,Inf
PG-2021_46,Staphylococcus_equorum,NoInf
PG-2021_46,Staphylococcus_fleuretti,NoInf
PG-2021_46,Staphylococcus_haemolyticus,Inf
PG-2021_46,Staphylococcus_hominis,NoInf
PG-2021_46,Staphylococcus_hyicus,NoInf
PG-2021_46,Staphylococcus_kloosii,NoInf
PG-2021_46,Staphylococcus_lentus,NoInf
PG-2021_46,Staphylococcus_lugdunensis,NoInf
PG-2021_46,Staphylococcus_nepalensis,NoInf
PG-2021_46,Staphylococcus_pasteuri,NoInf
PG-2021_46,Staphylococcus_pettenkoferi,NoInf
PG-2021_46,Staphylococcus_pseudintermedius,NoInf
PG-2021_46,Staphylococcus_saprophyticus,NoInf
PG-2021_46,Staphylococcus_schleiferi,Inf
PG-2021_46,Staphylococcus_sciuri,Inf
PG-2021_46,Staphylococcus_succinus,NoInf
PG-2021_46,Staphylococcus_vitulinus,Inf
PG-2021_46,Staphylococcus_warneri,NoInf
PG-2021_46,Staphylococcus_xylosus,NoInf
PG-2021_47,Staphylococcus_arlettae,NoInf
PG-2021_47,Staphylococcus_aureus,Inf
PG-2021_47,Staphylococcus_auricularis,NoInf
PG-2021_47,Staphylococcus_capitis,Inf
PG-2021_47,Staphylococcus_caprae,NoInf
PG-2021_47,Staphylococcus_chromogenes,Inf
PG-2021_47,Staphylococcus_cohnii,Inf
PG-2021_47,Staphylococcus_epidermidis,Inf
PG-2021_47,Staphylococcus_equorum,Inf
PG-2021_47,Staphylococcus_fleuretti,NoInf
PG-2021_47,Staphylococcus_haemolyticus,NoInf
PG-2021_47,Staphylococcus_hominis,NoInf
PG-2021_47,Staphylococcus_hyicus,NoInf
PG-2021_47,Staphylococcus_kloosii,NoInf
PG-2021_47,Staphylococcus_lentus,NoInf
PG-2021_47,Staphylococcus_lugdunensis,Inf
PG-2021_47,Staphylococcus_nepalensis,NoInf
PG-2021_47,Staphylococcus_pasteuri,NoInf
PG-2021_47,Staphylococcus_pettenkoferi,NoInf
PG-2021_47,Staphylococcus_pseudintermedius,NoInf
PG-2021_47,Staphylococcus_saprophyticus,NoInf
PG-2021_47,Staphylococcus_schleiferi,Inf
PG-2021_47,Staphylococcus_sciuri,NoInf
PG-2021_47,Staphylococcus_succinus,Inf
PG-2021_47,Staphylococcus_vitulinus,Inf
PG-2021_47,Staphylococcus_warneri,NoInf
PG-2021_47,Staphylococcus_xylosus,Inf
PG-2021_4,Staphylococcus_arlettae,NoInf
PG-2021_4,Staphylococcus_aureus,Inf
PG-2021_4,Staphylococcus_auricularis,NoInf
PG-2021_4,Staphylococcus_capitis,NoInf
PG-2021_4,Staphylococcus_caprae,NoInf
PG-2021_4,Staphylococcus_chromogenes,NoInf
PG-2021_4,Staphylococcus_cohnii,NoInf
PG-2021_4,Staphylococcus_epidermidis,Inf
PG-2021_4,Staphylococcus_equorum,NoInf
PG-2021_4,Staphylococcus_fleuretti,NoInf
PG-2021_4,Staphylococcus_haemolyticus,NoInf
PG-2021_4,Staphylococcus_hominis,NoInf
PG-2021_4,Staphylococcus_hyicus,NoInf
PG-2021_4,Staphylococcus_kloosii,NoInf
PG-2021_4,Staphylococcus_lentus,NoInf
PG-2021_4,Staphylococcus_lugdunensis,NoInf
PG-2021_4,Staphylococcus_nepalensis,NoInf
PG-2021_4,Staphylococcus_pasteuri,NoInf
PG-2021_4,Staphylococcus_pettenkoferi,NoInf
PG-2021_4,Staphylococcus_pseudintermedius,NoInf
PG-2021_4,Staphylococcus_saprophyticus,NoInf
PG-2021_4,Staphylococcus_schleiferi,NoInf
PG-2021_4,Staphylococcus_sciuri,Inf
PG-2021_4,Staphylococcus_succinus,NoInf
PG-2021_4,Staphylococcus_vitulinus,NoInf
PG-2021_4,Staphylococcus_warneri,NoInf
PG-2021_4,Staphylococcus_xylosus,NoInf
PG-2021_5,Staphylococcus_arlettae,NoInf
PG-2021_5,Staphylococcus_aureus,NoInf
PG-2021_5,Staphylococcus_auricularis,NoInf
PG-2021_5,Staphylococcus_capitis,NoInf
PG-2021_5,Staphylococcus_caprae,Inf
PG-2021_5,Staphylococcus_chromogenes,NoInf
PG-2021_5,Staphylococcus_cohnii,NoInf
PG-2021_5,Staphylococcus_epidermidis,Inf
PG-2021_5,Staphylococcus_equorum,NoInf
PG-2021_5,Staphylococcus_fleuretti,NoInf
PG-2021_5,Staphylococcus_haemolyticus,NoInf
PG-2021_5,Staphylococcus_hominis,NoInf
PG-2021_5,Staphylococcus_hyicus,NoInf
PG-2021_5,Staphylococcus_kloosii,NoInf
PG-2021_5,Staphylococcus_lentus,NoInf
PG-2021_5,Staphylococcus_lugdunensis,Inf
PG-2021_5,Staphylococcus_nepalensis,NoInf
PG-2021_5,Staphylococcus_pasteuri,NoInf
PG-2021_5,Staphylococcus_pettenkoferi,NoInf
PG-2021_5,Staphylococcus_pseudintermedius,NoInf
PG-2021_5,Staphylococcus_saprophyticus,NoInf
PG-2021_5,Staphylococcus_schleiferi,Inf
PG-2021_5,Staphylococcus_sciuri,Inf
PG-2021_5,Staphylococcus_succinus,NoInf
PG-2021_5,Staphylococcus_vitulinus,NoInf
PG-2021_5,Staphylococcus_warneri,NoInf
PG-2021_5,Staphylococcus_xylosus,NoInf
PG-2021_64,Staphylococcus_arlettae,NoInf
PG-2021_64,Staphylococcus_aureus,Inf
PG-2021_64,Staphylococcus_auricularis,Inf
PG-2021_64,Staphylococcus_capitis,Inf
PG-2021_64,Staphylococcus_caprae,NoInf
PG-2021_64,Staphylococcus_chromogenes,Inf
PG-2021_64,Staphylococcus_cohnii,NoInf
PG-2021_64,Staphylococcus_epidermidis,Inf
PG-2021_64,Staphylococcus_equorum,Inf
PG-2021_64,Staphylococcus_fleuretti,NoInf
PG-2021_64,Staphylococcus_haemolyticus,NoInf
PG-2021_64,Staphylococcus_hominis,NoInf
PG-2021_64,Staphylococcus_hyicus,Inf
PG-2021_64,Staphylococcus_kloosii,Inf
PG-2021_64,Staphylococcus_lentus,NoInf
PG-2021_64,Staphylococcus_lugdunensis,Inf
PG-2021_64,Staphylococcus_nepalensis,NoInf
PG-2021_64,Staphylococcus_pasteuri,NoInf
PG-2021_64,Staphylococcus_pettenkoferi,Inf
PG-2021_64,Staphylococcus_pseudintermedius,NoInf
PG-2021_64,Staphylococcus_saprophyticus,NoInf
PG-2021_64,Staphylococcus_schleiferi,Inf
PG-2021_64,Staphylococcus_sciuri,NoInf
PG-2021_64,Staphylococcus_succinus,Inf
PG-2021_64,Staphylococcus_vitulinus,Inf
PG-2021_64,Staphylococcus_warneri,NoInf
PG-2021_64,Staphylococcus_xylosus,Inf
PG-2021_67,Staphylococcus_arlettae,NoInf
PG-2021_67,Staphylococcus_aureus,NoInf
PG-2021_67,Staphylococcus_auricularis,NoInf
PG-2021_67,Staphylococcus_capitis,NoInf
PG-2021_67,Staphylococcus_caprae,NoInf
PG-2021_67,Staphylococcus_chromogenes,NoInf
PG-2021_67,Staphylococcus_cohnii,NoInf
PG-2021_67,Staphylococcus_epidermidis,NoInf
PG-2021_67,Staphylococcus_equorum,NoInf
PG-2021_67,Staphylococcus_fleuretti,NoInf
PG-2021_67,Staphylococcus_haemolyticus,NoInf
PG-2021_67,Staphylococcus_hominis,NoInf
PG-2021_67,Staphylococcus_hyicus,NoInf
PG-2021_67,Staphylococcus_kloosii,Inf
PG-2021_67,Staphylococcus_lentus,NoInf
PG-2021_67,Staphylococcus_lugdunensis,NoInf
PG-2021_67,Staphylococcus_nepalensis,NoInf
PG-2021_67,Staphylococcus_pasteuri,NoInf
PG-2021_67,Staphylococcus_pettenkoferi,NoInf
PG-2021_67,Staphylococcus_pseudintermedius,NoInf
PG-2021_67,Staphylococcus_saprophyticus,NoInf
PG-2021_67,Staphylococcus_schleiferi,NoInf
PG-2021_67,Staphylococcus_sciuri,Inf
PG-2021_67,Staphylococcus_succinus,NoInf
PG-2021_67,Staphylococcus_vitulinus,NoInf
PG-2021_67,Staphylococcus_warneri,NoInf
PG-2021_67,Staphylococcus_xylosus,NoInf
PG-2021_68,Staphylococcus_arlettae,NoInf
PG-2021_68,Staphylococcus_aureus,Inf
PG-2021_68,Staphylococcus_auricularis,NoInf
PG-2021_68,Staphylococcus_capitis,NoInf
PG-2021_68,Staphylococcus_caprae,NoInf
PG-2021_68,Staphylococcus_chromogenes,NoInf
PG-2021_68,Staphylococcus_cohnii,NoInf
PG-2021_68,Staphylococcus_epidermidis,NoInf
PG-2021_68,Staphylococcus_equorum,NoInf
PG-2021_68,Staphylococcus_fleuretti,NoInf
PG-2021_68,Staphylococcus_haemolyticus,NoInf
PG-2021_68,Staphylococcus_hominis,NoInf
PG-2021_68,Staphylococcus_hyicus,NoInf
PG-2021_68,Staphylococcus_kloosii,Inf
PG-2021_68,Staphylococcus_lentus,NoInf
PG-2021_68,Staphylococcus_lugdunensis,NoInf
PG-2021_68,Staphylococcus_nepalensis,NoInf
PG-2021_68,Staphylococcus_pasteuri,NoInf
PG-2021_68,Staphylococcus_pettenkoferi,NoInf
PG-2021_68,Staphylococcus_pseudintermedius,NoInf
PG-2021_68,Staphylococcus_saprophyticus,NoInf
PG-2021_68,Staphylococcus_schleiferi,NoInf
PG-2021_68,Staphylococcus_sciuri,Inf
PG-2021_68,Staphylococcus_succinus,NoInf
PG-2021_68,Staphylococcus_vitulinus,NoInf
PG-2021_68,Staphylococcus_warneri,NoInf
PG-2021_68,Staphylococcus_xylosus,NoInf
PG-2021_74,Staphylococcus_arlettae,NoInf
PG-2021_74,Staphylococcus_aureus,NoInf
PG-2021_74,Staphylococcus_auricularis,NoInf
PG-2021_74,Staphylococcus_capitis,NoInf
PG-2021_74,Staphylococcus_caprae,Inf
PG-2021_74,Staphylococcus_chromogenes,NoInf
PG-2021_74,Staphylococcus_cohnii,NoInf
PG-2021_74,Staphylococcus_epidermidis,Inf
PG-2021_74,Staphylococcus_equorum,NoInf
PG-2021_74,Staphylococcus_fleuretti,NoInf
PG-2021_74,Staphylococcus_haemolyticus,NoInf
PG-2021_74,Staphylococcus_hominis,NoInf
PG-2021_74,Staphylococcus_hyicus,NoInf
PG-2021_74,Staphylococcus_kloosii,NoInf
PG-2021_74,Staphylococcus_lentus,NoInf
PG-2021_74,Staphylococcus_lugdunensis,Inf
PG-2021_74,Staphylococcus_nepalensis,NoInf
PG-2021_74,Staphylococcus_pasteuri,NoInf
PG-2021_74,Staphylococcus_pettenkoferi,NoInf
PG-2021_74,Staphylococcus_pseudintermedius,NoInf
PG-2021_74,Staphylococcus_saprophyticus,NoInf
PG-2021_74,Staphylococcus_schleiferi,Inf
PG-2021_74,Staphylococcus_sciuri,Inf
PG-2021_74,Staphylococcus_succinus,NoInf
PG-2021_74,Staphylococcus_vitulinus,NoInf
PG-2021_74,Staphylococcus_warneri,NoInf
PG-2021_74,Staphylococcus_xylosus,NoInf
PG-2021_76,Staphylococcus_arlettae,NoInf
PG-2021_76,Staphylococcus_aureus,NoInf
PG-2021_76,Staphylococcus_auricularis,NoInf
PG-2021_76,Staphylococcus_capitis,NoInf
PG-2021_76,Staphylococcus_caprae,NoInf
PG-2021_76,Staphylococcus_chromogenes,NoInf
PG-2021_76,Staphylococcus_cohnii,NoInf
PG-2021_76,Staphylococcus_epidermidis,NoInf
PG-2021_76,Staphylococcus_equorum,NoInf
PG-2021_76,Staphylococcus_fleuretti,NoInf
PG-2021_76,Staphylococcus_haemolyticus,NoInf
PG-2021_76,Staphylococcus_hominis,NoInf
PG-2021_76,Staphylococcus_hyicus,NoInf
PG-2021_76,Staphylococcus_kloosii,Inf
PG-2021_76,Staphylococcus_lentus,Inf
PG-2021_76,Staphylococcus_lugdunensis,NoInf
PG-2021_76,Staphylococcus_nepalensis,NoInf
PG-2021_76,Staphylococcus_pasteuri,NoInf
PG-2021_76,Staphylococcus_pettenkoferi,NoInf
PG-2021_76,Staphylococcus_pseudintermedius,NoInf
PG-2021_76,Staphylococcus_saprophyticus,NoInf
PG-2021_76,Staphylococcus_schleiferi,Inf
PG-2021_76,Staphylococcus_sciuri,Inf
PG-2021_76,Staphylococcus_succinus,NoInf
PG-2021_76,Staphylococcus_vitulinus,Inf
PG-2021_76,Staphylococcus_warneri,NoInf
PG-2021_76,Staphylococcus_xylosus,Inf
PG-2021_84,Staphylococcus_arlettae,NoInf
PG-2021_84,Staphylococcus_aureus,Inf
PG-2021_84,Staphylococcus_auricularis,NoInf
PG-2021_84,Staphylococcus_capitis,Inf
PG-2021_84,Staphylococcus_caprae,NoInf
PG-2021_84,Staphylococcus_chromogenes,Inf
PG-2021_84,Staphylococcus_cohnii,Inf
PG-2021_84,Staphylococcus_epidermidis,Inf
PG-2021_84,Staphylococcus_equorum,Inf
PG-2021_84,Staphylococcus_fleuretti,NoInf
PG-2021_84,Staphylococcus_haemolyticus,NoInf
PG-2021_84,Staphylococcus_hominis,NoInf
PG-2021_84,Staphylococcus_hyicus,NoInf
PG-2021_84,Staphylococcus_kloosii,NoInf
PG-2021_84,Staphylococcus_lentus,NoInf
PG-2021_84,Staphylococcus_lugdunensis,Inf
PG-2021_84,Staphylococcus_nepalensis,NoInf
PG-2021_84,Staphylococcus_pasteuri,NoInf
PG-2021_84,Staphylococcus_pettenkoferi,NoInf
PG-2021_84,Staphylococcus_pseudintermedius,NoInf
PG-2021_84,Staphylococcus_saprophyticus,NoInf
PG-2021_84,Staphylococcus_schleiferi,Inf
PG-2021_84,Staphylococcus_sciuri,Inf
PG-2021_84,Staphylococcus_succinus,Inf
PG-2021_84,Staphylococcus_vitulinus,Inf
PG-2021_84,Staphylococcus_warneri,NoInf
PG-2021_84,Staphylococcus_xylosus,Inf
PG-2021_86,Staphylococcus_arlettae,NoInf
PG-2021_86,Staphylococcus_aureus,Inf
PG-2021_86,Staphylococcus_auricularis,Inf
PG-2021_86,Staphylococcus_capitis,Inf
PG-2021_86,Staphylococcus_caprae,NoInf
PG-2021_86,Staphylococcus_chromogenes,Inf
PG-2021_86,Staphylococcus_cohnii,Inf
PG-2021_86,Staphylococcus_epidermidis,Inf
PG-2021_86,Staphylococcus_equorum,Inf
PG-2021_86,Staphylococcus_fleuretti,NoInf
PG-2021_86,Staphylococcus_haemolyticus,NoInf
PG-2021_86,Staphylococcus_hominis,NoInf
PG-2021_86,Staphylococcus_hyicus,Inf
PG-2021_86,Staphylococcus_kloosii,Inf
PG-2021_86,Staphylococcus_lentus,NoInf
PG-2021_86,Staphylococcus_lugdunensis,Inf
PG-2021_86,Staphylococcus_nepalensis,NoInf
PG-2021_86,Staphylococcus_pasteuri,NoInf
PG-2021_86,Staphylococcus_pettenkoferi,NoInf
PG-2021_86,Staphylococcus_pseudintermedius,NoInf
PG-2021_86,Staphylococcus_saprophyticus,NoInf
PG-2021_86,Staphylococcus_schleiferi,Inf
PG-2021_86,Staphylococcus_sciuri,NoInf
PG-2021_86,Staphylococcus_succinus,Inf
PG-2021_86,Staphylococcus_vitulinus,Inf
PG-2021_86,Staphylococcus_warneri,NoInf
PG-2021_86,Staphylococcus_xylosus,Inf
PG-2021_87,Staphylococcus_arlettae,NoInf
PG-2021_87,Staphylococcus_aureus,Inf
PG-2021_87,Staphylococcus_auricularis,NoInf
PG-2021_87,Staphylococcus_capitis,Inf
PG-2021_87,Staphylococcus_caprae,NoInf
PG-2021_87,Staphylococcus_chromogenes,Inf
PG-2021_87,Staphylococcus_cohnii,Inf
PG-2021_87,Staphylococcus_epidermidis,Inf
PG-2021_87,Staphylococcus_equorum,Inf
PG-2021_87,Staphylococcus_fleuretti,NoInf
PG-2021_87,Staphylococcus_haemolyticus,NoInf
PG-2021_87,Staphylococcus_hominis,NoInf
PG-2021_87,Staphylococcus_hyicus,NoInf
PG-2021_87,Staphylococcus_kloosii,NoInf
PG-2021_87,Staphylococcus_lentus,Inf
PG-2021_87,Staphylococcus_lugdunensis,Inf
PG-2021_87,Staphylococcus_nepalensis,NoInf
PG-2021_87,Staphylococcus_pasteuri,NoInf
PG-2021_87,Staphylococcus_pettenkoferi,NoInf
PG-2021_87,Staphylococcus_pseudintermedius,NoInf
PG-2021_87,Staphylococcus_saprophyticus,NoInf
PG-2021_87,Staphylococcus_schleiferi,Inf
PG-2021_87,Staphylococcus_sciuri,Inf
PG-2021_87,Staphylococcus_succinus,Inf
PG-2021_87,Staphylococcus_vitulinus,Inf
PG-2021_87,Staphylococcus_warneri,NoInf
PG-2021_87,Staphylococcus_xylosus,Inf
PG-2021_88,Staphylococcus_arlettae,NoInf
PG-2021_88,Staphylococcus_aureus,NoInf
PG-2021_88,Staphylococcus_auricularis,NoInf
PG-2021_88,Staphylococcus_capitis,NoInf
PG-2021_88,Staphylococcus_caprae,NoInf
PG-2021_88,Staphylococcus_chromogenes,NoInf
PG-2021_88,Staphylococcus_cohnii,NoInf
PG-2021_88,Staphylococcus_epidermidis,Inf
PG-2021_88,Staphylococcus_equorum,NoInf
PG-2021_88,Staphylococcus_fleuretti,NoInf
PG-2021_88,Staphylococcus_haemolyticus,NoInf
PG-2021_88,Staphylococcus_hominis,NoInf
PG-2021_88,Staphylococcus_hyicus,NoInf
PG-2021_88,Staphylococcus_kloosii,NoInf
PG-2021_88,Staphylococcus_lentus,NoInf
PG-2021_88,Staphylococcus_lugdunensis,Inf
PG-2021_88,Staphylococcus_nepalensis,NoInf
PG-2021_88,Staphylococcus_pasteuri,NoInf
PG-2021_88,Staphylococcus_pettenkoferi,NoInf
PG-2021_88,Staphylococcus_pseudintermedius,NoInf
PG-2021_88,Staphylococcus_saprophyticus,NoInf
PG-2021_88,Staphylococcus_schleiferi,Inf
PG-2021_88,Staphylococcus_sciuri,Inf
PG-2021_88,Staphylococcus_succinus,NoInf
PG-2021_88,Staphylococcus_vitulinus,NoInf
PG-2021_88,Staphylococcus_warneri,NoInf
PG-2021_88,Staphylococcus_xylosus,NoInf
PG-2021_89,Staphylococcus_arlettae,NoInf
PG-2021_89,Staphylococcus_aureus,NoInf
PG-2021_89,Staphylococcus_auricularis,NoInf
PG-2021_89,Staphylococcus_capitis,NoInf
PG-2021_89,Staphylococcus_caprae,NoInf
PG-2021_89,Staphylococcus_chromogenes,NoInf
PG-2021_89,Staphylococcus_cohnii,NoInf
PG-2021_89,Staphylococcus_epidermidis,Inf
PG-2021_89,Staphylococcus_equorum,NoInf
PG-2021_89,Staphylococcus_fleuretti,NoInf
PG-2021_89,Staphylococcus_haemolyticus,NoInf
PG-2021_89,Staphylococcus_hominis,NoInf
PG-2021_89,Staphylococcus_hyicus,NoInf
PG-2021_89,Staphylococcus_kloosii,NoInf
PG-2021_89,Staphylococcus_lentus,NoInf
PG-2021_89,Staphylococcus_lugdunensis,NoInf
PG-2021_89,Staphylococcus_nepalensis,NoInf
PG-2021_89,Staphylococcus_pasteuri,NoInf
PG-2021_89,Staphylococcus_pettenkoferi,NoInf
PG-2021_89,Staphylococcus_pseudintermedius,NoInf
PG-2021_89,Staphylococcus_saprophyticus,NoInf
PG-2021_89,Staphylococcus_schleiferi,NoInf
PG-2021_89,Staphylococcus_sciuri,NoInf
PG-2021_89,Staphylococcus_succinus,NoInf
PG-2021_89,Staphylococcus_vitulinus,NoInf
PG-2021_89,Staphylococcus_warneri,NoInf
PG-2021_89,Staphylococcus_xylosus,NoInf
PG-2021_8,Staphylococcus_arlettae,NoInf
PG-2021_8,Staphylococcus_aureus,Inf
PG-2021_8,Staphylococcus_auricularis,Inf
PG-2021_8,Staphylococcus_capitis,Inf
PG-2021_8,Staphylococcus_caprae,NoInf
PG-2021_8,Staphylococcus_chromogenes,Inf
PG-2021_8,Staphylococcus_cohnii,NoInf
PG-2021_8,Staphylococcus_epidermidis,Inf
PG-2021_8,Staphylococcus_equorum,Inf
PG-2021_8,Staphylococcus_fleuretti,NoInf
PG-2021_8,Staphylococcus_haemolyticus,NoInf
PG-2021_8,Staphylococcus_hominis,NoInf
PG-2021_8,Staphylococcus_hyicus,Inf
PG-2021_8,Staphylococcus_kloosii,Inf
PG-2021_8,Staphylococcus_lentus,NoInf
PG-2021_8,Staphylococcus_lugdunensis,Inf
PG-2021_8,Staphylococcus_nepalensis,NoInf
PG-2021_8,Staphylococcus_pasteuri,NoInf
PG-2021_8,Staphylococcus_pettenkoferi,Inf
PG-2021_8,Staphylococcus_pseudintermedius,NoInf
PG-2021_8,Staphylococcus_saprophyticus,NoInf
PG-2021_8,Staphylococcus_schleiferi,Inf
PG-2021_8,Staphylococcus_sciuri,NoInf
PG-2021_8,Staphylococcus_succinus,Inf
PG-2021_8,Staphylococcus_vitulinus,Inf
PG-2021_8,Staphylococcus_warneri,NoInf
PG-2021_8,Staphylococcus_xylosus,Inf
PG-2021_90,Staphylococcus_arlettae,NoInf
PG-2021_90,Staphylococcus_aureus,NoInf
PG-2021_90,Staphylococcus_auricularis,NoInf
PG-2021_90,Staphylococcus_capitis,NoInf
PG-2021_90,Staphylococcus_caprae,NoInf
PG-2021_90,Staphylococcus_chromogenes,NoInf
PG-2021_90,Staphylococcus_cohnii,NoInf
PG-2021_90,Staphylococcus_epidermidis,Inf
PG-2021_90,Staphylococcus_equorum,NoInf
PG-2021_90,Staphylococcus_fleuretti,NoInf
PG-2021_90,Staphylococcus_haemolyticus,NoInf
PG-2021_90,Staphylococcus_hominis,NoInf
PG-2021_90,Staphylococcus_hyicus,NoInf
PG-2021_90,Staphylococcus_kloosii,NoInf
PG-2021_90,Staphylococcus_lentus,NoInf
PG-2021_90,Staphylococcus_lugdunensis,NoInf
PG-2021_90,Staphylococcus_nepalensis,NoInf
PG-2021_90,Staphylococcus_pasteuri,NoInf
PG-2021_90,Staphylococcus_pettenkoferi,NoInf
PG-2021_90,Staphylococcus_pseudintermedius,NoInf
PG-2021_90,Staphylococcus_saprophyticus,NoInf
PG-2021_90,Staphylococcus_schleiferi,NoInf
PG-2021_90,Staphylococcus_sciuri,Inf
PG-2021_90,Staphylococcus_succinus,NoInf
PG-2021_90,Staphylococcus_vitulinus,NoInf
PG-2021_90,Staphylococcus_warneri,NoInf
PG-2021_90,Staphylococcus_xylosus,NoInf
PG-2021_93,Staphylococcus_arlettae,NoInf
PG-2021_93,Staphylococcus_aureus,NoInf
PG-2021_93,Staphylococcus_auricularis,NoInf
PG-2021_93,Staphylococcus_capitis,NoInf
PG-2021_93,Staphylococcus_caprae,NoInf
PG-2021_93,Staphylococcus_chromogenes,NoInf
PG-2021_93,Staphylococcus_cohnii,NoInf
PG-2021_93,Staphylococcus_epidermidis,Inf
PG-2021_93,Staphylococcus_equorum,NoInf
PG-2021_93,Staphylococcus_fleuretti,NoInf
PG-2021_93,Staphylococcus_haemolyticus,NoInf
PG-2021_93,Staphylococcus_hominis,NoInf
PG-2021_93,Staphylococcus_hyicus,NoInf
PG-2021_93,Staphylococcus_kloosii,NoInf
PG-2021_93,Staphylococcus_lentus,NoInf
PG-2021_93,Staphylococcus_lugdunensis,NoInf
PG-2021_93,Staphylococcus_nepalensis,NoInf
PG-2021_93,Staphylococcus_pasteuri,NoInf
PG-2021_93,Staphylococcus_pettenkoferi,NoInf
PG-2021_93,Staphylococcus_pseudintermedius,NoInf
PG-2021_93,Staphylococcus_saprophyticus,NoInf
PG-2021_93,Staphylococcus_schleiferi,NoInf
PG-2021_93,Staphylococcus_sciuri,NoInf
PG-2021_93,Staphylococcus_succinus,NoInf
PG-2021_93,Staphylococcus_vitulinus,NoInf
PG-2021_93,Staphylococcus_warneri,NoInf
PG-2021_93,Staphylococcus_xylosus,NoInf
PG-2021_9,Staphylococcus_arlettae,NoInf
PG-2021_9,Staphylococcus_aureus,Inf
PG-2021_9,Staphylococcus_auricularis,NoInf
PG-2021_9,Staphylococcus_capitis,Inf
PG-2021_9,Staphylococcus_caprae,NoInf
PG-2021_9,Staphylococcus_chromogenes,Inf
PG-2021_9,Staphylococcus_cohnii,Inf
PG-2021_9,Staphylococcus_epidermidis,Inf
PG-2021_9,Staphylococcus_equorum,Inf
PG-2021_9,Staphylococcus_fleuretti,NoInf
PG-2021_9,Staphylococcus_haemolyticus,NoInf
PG-2021_9,Staphylococcus_hominis,NoInf
PG-2021_9,Staphylococcus_hyicus,NoInf
PG-2021_9,Staphylococcus_kloosii,Inf
PG-2021_9,Staphylococcus_lentus,Inf
PG-2021_9,Staphylococcus_lugdunensis,Inf
PG-2021_9,Staphylococcus_nepalensis,NoInf
PG-2021_9,Staphylococcus_pasteuri,Inf
PG-2021_9,Staphylococcus_pettenkoferi,NoInf
PG-2021_9,Staphylococcus_pseudintermedius,NoInf
PG-2021_9,Staphylococcus_saprophyticus,NoInf
PG-2021_9,Staphylococcus_schleiferi,Inf
PG-2021_9,Staphylococcus_sciuri,Inf
PG-2021_9,Staphylococcus_succinus,Inf
PG-2021_9,Staphylococcus_vitulinus,Inf
PG-2021_9,Staphylococcus_warneri,Inf
PG-2021_9,Staphylococcus_xylosus,Inf
NC_001418,Escherichia_coli,NoInf
NC_001418,Pseudomonas_aeruginosa,Inf
NC_002072,Streptococcus_thermophilus,Inf
NC_002194,Chlamydia_psittaci,Inf
NC_002194,Chlamydia_trachomatis,NoInf
NC_005345,Streptomyces_exfoliatus,Inf
NC_005345,Streptomyces_venezuelae,Inf
NC_006936,Lactobacillus_brevis,NoInf
NC_006936,Lactobacillus_casei,NoInf
NC_006936,Lactobacillus_coryniformis,NoInf
NC_006936,Lactobacillus_curvatus,NoInf
NC_006936,Lactobacillus_fructivorans,NoInf
NC_006936,Lactobacillus_fructosus,NoInf
NC_006936,Lactobacillus_gasseri,NoInf
NC_006936,Lactobacillus_hilgardii,NoInf
NC_006936,Lactobacillus_jensenii,NoInf
NC_006936,Lactobacillus_mali,NoInf
NC_006936,Lactobacillus_paracasei,NoInf
